5919,17,0,869011200
3397,22,0,864864000
3397,5,0,864864000
5916,17,0,864604800
947,22,0,862444800
947,22,0,862444800
6655,22,1,860371200
2670,2,0,864604800
1063,2,0,862444800
2699,5,0,843091200
7140,41,0,894153600
6248,41,0,650592000
3936,50,0,932688000
3001,50,0,886291200
3001,50,0,886291200
6243,41,0,859852800
3905,50,0,852076800
4349,41,0,946944000
2209,22,0,942019200
3848,50,1,929491200
6237,41,1,944784000
2209,22,0,958521600
5794,38,0,904176000
437,10,0,937180800
6242,41,0,863481600
6239,41,0,864000000
6243,41,0,920851200
6268,22,0,866678400
2870,50,0,945734400
5598,22,0,951523200
313,10,0,951609600
1023,27,0,949536000
5597,35,1,956534400
6654,22,0,955843200
6654,22,0,955843200
6654,22,0,955843200
6654,22,0,955843200
6654,22,0,955843200
3883,50,0,958694400
3880,50,0,959644800
3880,50,0,959644800
1058,50,0,959040000
345,15,0,959817600
2600,22,1,962928000
2600,27,1,962928000
2600,22,1,962928000
2600,41,1,962928000
4569,5,0,962928000
2313,50,0,963792000
2600,16,1,972000000
5916,17,0,972000000
1024,22,1,974160000
1024,41,1,974160000
1024,41,1,974160000
1024,22,1,974160000
1024,22,1,974160000
3849,50,0,977184000
3849,50,0,977184000
3849,50,0,977184000
3849,50,0,977184000
1024,22,1,977184000
1024,22,1,977184000
1024,22,1,977184000
1024,22,1,977184000
1090,10,0,977184000
3405,22,0,977184000
4875,22,1,977184000
2600,16,0,977184000
4650,22,0,977184000
2210,5,0,977184000
5598,22,0,976492800
5598,22,0,976492800
2601,16,0,976492800
1089,10,0,976492800
3905,50,1,978998400
4759,22,0,978998400
948,5,0,978998400
5599,22,0,978998400
5599,22,0,978998400
2769,22,0,978998400
4811,10,0,978998400
5597,22,1,947289600
2899,22,1,981936000
2899,22,1,981936000
2899,41,1,981936000
2899,22,1,981936000
2750,5,1,981936000
458,22,0,982281600
1510,5,1,981936000
3306,22,0,982281600
2208,5,0,981936000
6241,41,0,981936000
6241,50,0,981936000
2861,22,0,984355200
5740,22,0,984355200
6237,41,0,984355200
5400,22,0,984355200
5400,22,0,984355200
4572,27,1,984355200
645,50,0,988848000
645,50,1,988848000
3646,22,0,985564800
2770,22,0,985564800
2770,22,0,985564800
2940,5,0,991440000
2219,5,0,991440000
3903,50,1,993600000
3903,50,1,993600000
3903,50,1,993600000
6857,10,0,988848000
2610,27,0,991440000
2610,27,0,991440000
3850,50,0,993600000
1498,22,1,992822400
5916,17,0,993600000
4436,30,0,994032000
4654,50,1,995673600
3840,50,1,995673600
1511,22,0,1007078400
2600,22,1,1008115200
2600,41,1,1008115200
2600,41,1,1008115200
2600,22,1,1008115200
2600,41,1,1008115200
5917,17,1,1007596800
5917,17,1,1007596800
4556,42,1,1007596800
2600,16,0,999475200
5637,22,0,995846400
2878,50,0,996105600
2020,22,1,993081600
4806,50,0,995241600
6246,41,1,1009756800
6246,41,1,1009756800
7232,50,0,1027641600
407,22,1,1014768000
407,22,1,1014768000
6184,22,0,1017100800
540,15,0,1022630400
438,50,0,1025654400
3797,50,0,1029110400
5432,27,0,1029110400
4655,50,0,1033689600
6699,50,0,1033689600
5774,50,0,1032825600
5774,50,0,1032825600
5774,50,0,1032825600
3797,50,0,1032825600
5889,22,1,1046995200
3734,22,0,1040688000
2129,50,1,1040601600
2600,16,0,1050969600
2600,16,0,1050969600
1079,50,0,1049241600
2600,44,0,1031529600
2631,44,0,1028160000
5563,27,0,1040256000
5563,50,0,1040256000
5563,27,0,1040256000
5322,35,0,1041292800
6398,50,0,1041292800
4332,50,1,1041292800
4332,50,1,1041292800
3906,50,0,1044576000
471,10,0,1046995200
2593,22,1,1049068800
3907,50,0,1049068800
3907,50,0,1049068800
3907,50,0,1049068800
3907,50,0,1049068800
3907,50,0,1049068800
3489,22,0,1049068800
3489,22,0,1049068800
443,50,0,1050019200
443,22,0,1050019200
5891,22,1,1049241600
482,34,0,1052092800
4877,50,0,1049241600
4573,22,0,1052697600
4573,22,0,1052697600
2594,22,1,1052092800
2594,22,1,1052092800
2594,22,1,1052092800
2594,22,1,1052092800
2594,33,1,1052092800
2594,22,1,1052092800
2594,42,1,1052092800
6061,22,1,1052092800
5296,22,0,1052697600
5296,22,0,1052697600
5296,22,0,1052697600
3303,50,0,1052697600
3303,50,0,1052697600
3303,50,0,1052697600
3849,50,0,1055116800
3852,50,0,1055116800
3796,50,0,1061942400
439,22,0,1055116800
5871,50,0,1053993600
5208,50,0,1055721600
2122,5,0,1055721600
1067,22,0,1055721600
3945,50,0,1055116800
7095,22,0,1053561600
3820,50,0,1055721600
3820,50,0,1055721600
3905,50,0,1059004800
3910,50,0,1061164800
3910,50,0,1061164800
637,22,0,1057104000
387,50,0,1057104000
4040,22,0,1059004800
3027,22,0,1060214400
5601,22,1,1061942400
5601,22,1,1061942400
380,50,0,1060214400
380,50,0,1060214400
4992,35,0,1060214400
3301,22,0,1060214400
5394,22,1,1060214400
3858,50,0,1086048000
3858,50,0,1086048000
3858,50,0,1086048000
4616,27,0,1069027200
3423,50,0,1061164800
3423,50,0,1061164800
1156,15,0,1061164800
1156,15,0,1061164800
1156,15,0,1061164800
3910,50,0,1061942400
