17,8530,7,2007
22,12777,7,3646
5,12777,7,3646
17,8530,7,3272
22,2386,7,53
22,2386,7,53
22,8046,10,827
2,755,7,3272
2,2739,7,53
5,16118,5,2417
41,19483,7,332
41,16678,5,1770
50,19036,5,2909
50,18460,7,14
50,18460,7,14
41,16209,7,40
50,19001,7,4
41,5624,7,425
22,6669,4,1037
50,8347,10,1993
41,16209,10,1297
22,6669,7,2115
38,12224,7,3437
10,7753,7,1656
41,16209,7,1610
41,16209,7,2372
41,16209,7,949
22,16758,4,2383
50,8039,7,2710
22,9646,7,3240
10,6023,7,3369
27,12185,7,298
35,9646,10,3010
22,8046,7,1969
22,8046,7,1969
22,8046,7,1969
22,8046,7,1969
22,8046,7,1969
50,17052,5,2374
50,16398,2,3762
50,16398,2,3762
50,111,5,2892
15,14884,7,70
22,7691,10,864
27,7691,10,864
22,7691,10,864
41,7691,10,864
5,6791,5,864
50,17036,5,2133
16,7691,10,2553
17,8530,7,2553
22,12187,10,1802
41,12187,10,1802
41,12187,10,1802
22,12187,10,1802
22,12187,10,1802
50,8347,7,2446
50,8347,7,2446
50,8347,7,2446
50,8347,7,2446
22,12187,10,2446
22,12187,10,2446
22,12187,10,2446
22,12187,10,2446
10,11550,7,2446
22,9320,7,2446
22,12931,10,2446
16,7691,2,2446
22,8339,4,2446
5,6669,7,2446
22,9646,7,1430
22,9646,7,1430
16,7691,7,1430
10,13739,6,1430
50,19001,10,1056
22,18275,3,1056
5,2386,7,1056
22,9646,7,1056
22,9646,7,1056
22,8075,7,1056
10,12857,7,1056
22,9646,10,928
22,2044,10,1454
22,2044,10,1454
41,2044,10,1454
22,2044,10,1454
5,12064,10,1454
22,1087,2,1949
5,6792,10,1454
22,15355,7,1949
5,6669,7,1454
41,16209,1,1454
50,16209,1,1454
22,8724,7,1465
22,16356,7,1465
41,16209,7,1465
22,14084,5,1465
22,14084,5,1465
27,12235,10,1465
50,19093,7,334
50,19093,10,334
22,10133,2,3250
22,8075,2,3250
22,8075,2,3250
5,8619,7,215
5,8620,7,215
50,19001,10,3417
50,19001,10,3417
50,19001,10,3417
10,15465,5,334
27,11973,4,215
27,11973,4,215
50,8347,7,3417
22,11794,10,2254
17,8530,7,3417
30,2290,5,226
50,12321,10,2662
50,8110,10,2662
22,6792,7,3836
22,7691,10,1561
41,7691,10,1561
41,7691,10,1561
22,7691,10,1561
41,7691,10,1561
17,8530,10,783
17,8530,10,783
42,2740,10,783
16,7691,7,381
22,13550,7,2910
50,19320,7,3295
22,5950,10,2649
50,9080,7,2010
41,16209,10,3929
41,16209,10,3929
50,10380,4,3296
22,14970,10,3370
22,14970,10,3370
22,16408,7,3251
15,11349,5,3649
50,7753,7,360
50,4310,7,1518
27,14201,5,1518
50,12322,7,511
50,15372,7,511
50,15171,7,3070
50,15171,7,3070
50,15171,7,3070
50,4310,7,3070
22,622,10,819
